Index,Churn Reason,Churn Score,Churn Value,City,CLTV,Contract,Dependents,Device Protection,Gender,Internet Service,Is Manual Payment Method,Lat Long,Latitude,Longitude,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Sum Of Additional Services,Tech Support,Tenure Category,Tenure Months,Total Charges,Zip Code
5472,"",30,0,Igo,3856,One year,No,Yes,Female,DSL,No,"40.524535, -122.647172",40.524535,-122.647172,69.1,Yes,No,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,No,3,Yes,established customers,46,3255.35,96047
5473,"",78,0,Junction City,4745,Two year,No,No internet service,Male,No,Yes,"40.913192, -123.06597",40.913192,-123.06597,20.55,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,50,1067.65,96048
5474,"",71,0,Klamath River,2085,Month-to-month,No,No,Male,Fiber optic,No,"41.816595, -122.948287",41.816595,-122.948287,76.55,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No,1,Yes,established customers,28,2065.4,96050
5475,"",57,0,Lakehead,4165,Two year,No,Yes,Female,DSL,No,"40.883853, -122.418258",40.883853,-122.418258,62.5,No phone service,Yes,Yes,Yes,No,Bank transfer (automatic),No,No,Yes,Yes,6,Yes,Loyal Customers,66,4136.4,96051
5476,"",53,0,Lookout,3539,Month-to-month,Yes,Yes,Female,Fiber optic,No,"41.280478, -121.160249",41.280478,-121.160249,94.9,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,3,No,established customers,41,3848,96054
5477,"",36,0,Los Molinos,4406,Two year,No,Yes,Male,Fiber optic,No,"40.059385, -122.091481",40.059385,-122.091481,111.65,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,5,Yes,Loyal Customers,72,8022.85,96055
5478,"",46,0,Mcarthur,2750,One year,No,No internet service,Female,No,Yes,"41.10831, -121.360362",41.10831,-121.360362,19.9,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,7,173.15,96056
5479,"",43,0,Mccloud,5587,Month-to-month,Yes,No internet service,Female,No,Yes,"41.251322, -122.105209",41.251322,-122.105209,20.45,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,38,781.25,96057
5480,"",60,0,Macdoel,4588,One year,No,Yes,Male,Fiber optic,Yes,"41.769709, -121.92063",41.769709,-121.92063,106.05,No,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,5,No,established customers,44,4510.8,96058
5481,"",35,0,Manton,3729,One year,Yes,Yes,Male,Fiber optic,No,"40.426679, -121.850421",40.426679,-121.850421,113.45,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,6,Yes,established customers,47,5317.8,96059
5482,"",27,0,Mill Creek,4700,Month-to-month,Yes,No,Male,Fiber optic,Yes,"40.331975, -121.460674",40.331975,-121.460674,92.55,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,3,Yes,Loyal Customers,53,4779.45,96061
5483,"",44,0,Millville,4552,Month-to-month,No,Yes,Male,DSL,Yes,"40.531257, -122.148139",40.531257,-122.148139,65.6,Yes,No,No,No,Yes,Electronic check,Yes,No,No,Yes,2,No,New Customers,4,250.1,96062
5484,"",70,0,Mineral,4915,Month-to-month,No,No,Male,Fiber optic,Yes,"40.408796, -121.579609",40.408796,-121.579609,84.35,Yes,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,1,No,established customers,20,1745.2,96063
5485,"",40,0,Montgomery Creek,5462,One year,No,Yes,Male,DSL,No,"40.877552, -121.885884",40.877552,-121.885884,71.1,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes,3,No,Loyal Customers,57,4140.1,96065
5486,"",45,0,Mount Shasta,2672,Month-to-month,No,No,Female,Fiber optic,Yes,"41.33832, -122.290756",41.33832,-122.290756,85.15,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,3,Yes,established customers,44,3670.5,96067
5487,"",48,0,Nubieber,5832,Month-to-month,No,Yes,Male,DSL,Yes,"41.082472, -121.195215",41.082472,-121.195215,49.7,No,No,No,Yes,No,Mailed check,Yes,No,No,No,1,No,established customers,24,1167.8,96068
5488,"",78,0,Oak Run,5825,Month-to-month,Yes,No,Male,DSL,No,"40.689243, -122.037023",40.689243,-122.037023,30.2,No phone service,No,Yes,Yes,Yes,Bank transfer (automatic),No,No,No,No,1,No,established customers,15,469.65,96069
5489,"",42,0,Platina,5128,Month-to-month,No,No,Female,DSL,No,"40.367964, -122.937379",40.367964,-122.937379,56.35,No,No,Yes,No,No,Credit card (automatic),Yes,No,No,No,2,Yes,established customers,24,1381.2,96076
5490,"",33,0,Round Mountain,4800,Month-to-month,No,Yes,Female,Fiber optic,Yes,"40.923558, -122.059933",40.923558,-122.059933,107.55,Yes,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes,4,No,established customers,33,3645.5,96084
5491,"",46,0,Scott Bar,6440,Two year,Yes,No internet service,Female,No,Yes,"41.737962, -123.07557",41.737962,-123.07557,19.85,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,58,1158.85,96085
5492,"",30,0,Seiad Valley,4213,Two year,Yes,No,Female,Fiber optic,No,"41.924174, -123.260788",41.924174,-123.260788,95.9,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,3,No,Loyal Customers,72,6954.15,96086
5493,"",77,0,Shasta,6166,Two year,No,No internet service,Female,No,Yes,"40.617614, -122.512861",40.617614,-122.512861,23.85,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,71,1672.1,96087
5494,"",53,0,Tehama,5703,Two year,No,Yes,Male,DSL,No,"40.021787, -122.127576",40.021787,-122.127576,83.85,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,6,Yes,Loyal Customers,51,4307.1,96090
5495,"",54,0,Vina,4240,Two year,No,No,Male,Fiber optic,No,"39.955164, -122.018567",39.955164,-122.018567,84.8,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,No,No,3,Yes,Loyal Customers,72,6141.65,96092
5496,"",33,0,Weed,2045,Two year,Yes,Yes,Male,DSL,No,"41.465121, -122.380947",41.465121,-122.380947,76.1,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,Yes,No,5,Yes,established customers,14,1054.8,96094
5497,"",25,0,Whitmore,4703,Two year,Yes,No,Female,DSL,Yes,"40.637105, -121.906949",40.637105,-121.906949,74.55,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,No,Yes,4,Yes,Loyal Customers,72,5430.65,96096
5498,"",25,0,Yreka,3288,Month-to-month,Yes,No,Female,DSL,Yes,"41.764869, -122.671316",41.764869,-122.671316,39.2,No phone service,Yes,No,No,Yes,Electronic check,No,No,No,Yes,2,No,established customers,22,849.9,96097
5499,"",24,0,Alturas,5965,Month-to-month,No,No,Female,Fiber optic,Yes,"41.468877, -120.54229",41.468877,-120.54229,79.55,Yes,Yes,No,No,No,Electronic check,Yes,No,No,No,1,No,New Customers,2,151.75,96101
5500,"",35,0,Blairsden Graeagle,3195,Month-to-month,No,No internet service,Female,No,Yes,"39.783747, -120.661032",39.783747,-120.661032,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,15,299.4,96103
5501,"",40,0,Cedarville,5974,Two year,Yes,No internet service,Male,No,No,"41.505916, -120.152505",41.505916,-120.152505,19.55,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,51,1086.75,96104
5502,"",60,0,Chilcoot,5840,Two year,No,Yes,Male,DSL,No,"39.872961, -120.198876",39.872961,-120.198876,39.15,No phone service,No,Yes,Yes,Yes,Credit card (automatic),No,No,No,No,3,Yes,Loyal Customers,70,2692.75,96105
5503,"",23,0,Clio,5043,Two year,Yes,No internet service,Female,No,No,"39.745805, -120.580882",39.745805,-120.580882,20.1,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,71,1389.6,96106
5504,"",43,0,Coleville,4447,Month-to-month,Yes,No,Female,Fiber optic,No,"38.42528, -119.475741",38.42528,-119.475741,99.95,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,3,Yes,established customers,39,3767.4,96107
5505,"",53,0,Davis Creek,5381,Month-to-month,Yes,No,Female,DSL,Yes,"41.750354, -120.403885",41.750354,-120.403885,59.8,Yes,Yes,Yes,No,Yes,Electronic check,Yes,No,No,No,2,No,Loyal Customers,61,3641.5,96108
5506,"",26,0,Doyle,6334,Month-to-month,No,No,Female,DSL,No,"40.012675, -120.101857",40.012675,-120.101857,49.75,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No,1,No,Loyal Customers,52,2535.55,96109
5507,"",22,0,Fort Bidwell,4576,One year,No,Yes,Male,Fiber optic,Yes,"41.932207, -120.135941",41.932207,-120.135941,108.5,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,5,Yes,Loyal Customers,64,6880.85,96112
5508,"",80,0,Herlong,4404,Two year,No,Yes,Male,DSL,No,"40.198234, -120.18089",40.198234,-120.18089,60.15,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,3,Yes,Loyal Customers,62,3753.2,96113
5509,"",28,0,Janesville,2347,Two year,No,No internet service,Male,No,Yes,"40.294034, -120.512622",40.294034,-120.512622,19.05,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,30,637.55,96114
5510,"",42,0,Likely,5688,One year,No,Yes,Male,DSL,No,"41.266008, -120.490731",41.266008,-120.490731,84,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,6,Yes,Loyal Customers,63,5329.55,96116
5511,"",45,0,Litchfield,5825,Month-to-month,No,No,Female,DSL,No,"40.507272, -120.338228",40.507272,-120.338228,44.55,No,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,0,No,New Customers,1,44.55,96117
5512,"",53,0,Loyalton,5640,Month-to-month,No,Yes,Male,Fiber optic,Yes,"39.637471, -120.226338",39.637471,-120.226338,103.45,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,Yes,established customers,15,1539.8,96118
5513,"",31,0,Madeline,5856,One year,Yes,No,Male,Fiber optic,No,"41.042003, -120.506086",41.042003,-120.506086,80.65,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,2,No,established customers,27,2209.75,96119
5514,"",26,0,Markleeville,2421,Month-to-month,Yes,Yes,Female,DSL,Yes,"38.735789, -119.85798",38.735789,-119.85798,57.2,No phone service,Yes,Yes,Yes,No,Mailed check,No,No,Yes,Yes,5,No,New Customers,4,223.75,96120
5515,"",34,0,Milford,4848,Two year,No,Yes,Female,Fiber optic,Yes,"40.181279, -120.392967",40.181279,-120.392967,110.75,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,5,No,Loyal Customers,72,7751.7,96121
5516,"",61,0,Portola,5644,One year,No,No internet service,Male,No,No,"39.786755, -120.445626",39.786755,-120.445626,24.7,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,Yes,No internet service,No internet service,0,No internet service,established customers,45,1174.35,96122
5517,"",34,0,Ravendale,4735,Month-to-month,No,No,Female,Fiber optic,Yes,"40.845738, -120.322219",40.845738,-120.322219,97.05,Yes,Yes,Yes,Yes,No,Electronic check,Yes,Yes,No,Yes,4,Yes,established customers,45,4385.05,96123
5518,"",38,0,Calpine,4771,One year,No,Yes,Female,DSL,Yes,"39.672813, -120.456699",39.672813,-120.456699,76.35,No,Yes,Yes,Yes,No,Mailed check,Yes,No,No,Yes,5,Yes,established customers,36,2606.35,96124
5519,"",69,0,Sierraville,4480,Month-to-month,No,No internet service,Male,No,Yes,"39.559709, -120.345639",39.559709,-120.345639,18.9,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,18.9,96126
5520,"",47,0,Standish,5111,Month-to-month,No,No,Male,Fiber optic,No,"40.346634, -120.386422",40.346634,-120.386422,74.45,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No,0,No,established customers,16,1261.35,96128
5521,"",21,0,Topaz,5619,Two year,No,Yes,Female,DSL,No,"38.636052, -119.489162",38.636052,-119.489162,84.4,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,6,Yes,Loyal Customers,71,5969.3,96133
5522,"",54,0,Tulelake,4458,Month-to-month,Yes,No internet service,Male,No,Yes,"41.813521, -121.492666",41.813521,-121.492666,24.4,Yes,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,10,253.9,96134
5523,"",24,0,Wendel,4328,Two year,Yes,No internet service,Male,No,Yes,"40.345949, -120.081187",40.345949,-120.081187,20.05,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,20,400,96136
5524,"",66,0,Homewood,2328,Month-to-month,No,No,Female,DSL,No,"39.117018, -120.212535",39.117018,-120.212535,55.5,No,No,No,No,No,Credit card (automatic),Yes,No,No,Yes,1,No,New Customers,4,227.35,96141
5525,"",67,0,Tahoe City,2217,Month-to-month,No,No,Male,Fiber optic,Yes,"39.178337, -120.162806",39.178337,-120.162806,84.3,Yes,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No,1,No,established customers,29,2357.75,96145
5526,"",23,0,Olympic Valley,4855,Month-to-month,No,No,Male,Fiber optic,Yes,"39.191797, -120.212401",39.191797,-120.212401,100.2,No,Yes,Yes,No,No,Electronic check,Yes,No,Yes,Yes,4,No,New Customers,2,198.5,96146
5527,"",35,0,Tahoe Vista,2265,Two year,No,No internet service,Female,No,Yes,"39.24124, -120.054765",39.24124,-120.054765,19.4,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,29,554.25,96148
5528,"",54,0,Los Angeles,2486,Month-to-month,No,No internet service,Male,No,Yes,"33.949255, -118.246978",33.949255,-118.246978,20.4,No,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,0,No internet service,established customers,13,251.65,90002
5529,"",26,0,Los Angeles,5238,Month-to-month,No,No,Female,Fiber optic,Yes,"33.964131, -118.272783",33.964131,-118.272783,94.75,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,3,No,Loyal Customers,59,5597.65,90003
5530,"",44,0,Los Angeles,2935,Month-to-month,No,No,Male,DSL,No,"34.048013, -118.293953",34.048013,-118.293953,44.35,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,0,No,established customers,18,768.05,90006
5531,"",22,0,Los Angeles,4451,Month-to-month,Yes,No,Female,DSL,Yes,"34.027337, -118.28515",34.027337,-118.28515,74.55,No,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes,4,No,established customers,17,1215.8,90007
5532,"",51,0,Los Angeles,4795,Two year,No,Yes,Male,DSL,Yes,"34.008293, -118.346766",34.008293,-118.346766,73.6,No,Yes,No,No,Yes,Electronic check,Yes,No,Yes,Yes,4,No,established customers,47,3522.65,90008
5533,"",76,0,Los Angeles,5749,Month-to-month,Yes,No,Male,DSL,No,"34.065875, -118.238728",34.065875,-118.238728,50.1,Yes,No,No,No,Yes,Credit card (automatic),Yes,No,No,No,0,No,established customers,19,910.45,90012
5534,"",31,0,Los Angeles,5583,Two year,Yes,Yes,Female,DSL,Yes,"34.043144, -118.251977",34.043144,-118.251977,53,No phone service,Yes,No,Yes,Yes,Electronic check,No,Yes,Yes,Yes,4,No,Loyal Customers,68,3656.25,90014
5535,"",80,0,Los Angeles,4107,Month-to-month,No,No internet service,Female,No,No,"34.039224, -118.266293",34.039224,-118.266293,19.85,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,2,52,90015
5536,"",26,0,Los Angeles,4665,One year,No,No,Male,DSL,No,"34.028331, -118.354338",34.028331,-118.354338,24.35,No phone service,No,No,Yes,No,Credit card (automatic),No,No,No,No,0,No,New Customers,7,150.85,90016
5537,"",28,0,Los Angeles,2386,Month-to-month,No,No internet service,Female,No,Yes,"34.052842, -118.264495",34.052842,-118.264495,19.55,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,18,389.25,90017
5538,"",52,0,Los Angeles,6334,Two year,No,No internet service,Female,No,No,"34.028735, -118.317236",34.028735,-118.317236,25.05,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,71,1873.7,90018
5539,"",43,0,Los Angeles,5870,Month-to-month,No,No,Male,Fiber optic,No,"34.049841, -118.33846",34.049841,-118.33846,93.8,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,No,3,No,established customers,13,1261,90019
5540,"",45,0,Los Angeles,4655,Two year,No,Yes,Male,Fiber optic,No,"34.029043, -118.239504",34.029043,-118.239504,103.75,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,4,No,Loyal Customers,72,7346.2,90021
5541,"",46,0,Los Angeles,5748,Two year,Yes,Yes,Male,DSL,No,"34.02381, -118.156582",34.02381,-118.156582,56.75,No phone service,Yes,No,Yes,Yes,Credit card (automatic),No,No,Yes,Yes,4,No,Loyal Customers,66,3708.4,90022
5542,"",48,0,Los Angeles,4654,One year,Yes,No internet service,Male,No,No,"34.017697, -118.200577",34.017697,-118.200577,20.8,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,established customers,24,469.65,90023
5543,"",52,0,Los Angeles,5577,Two year,Yes,No internet service,Female,No,Yes,"34.046174, -118.446333",34.046174,-118.446333,24.45,Yes,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,56,1385.85,90025
5544,"",75,0,Los Angeles,2628,One year,No,No internet service,Female,No,No,"34.078991, -118.263804",34.078991,-118.263804,25.6,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,Yes,No internet service,No internet service,0,No internet service,established customers,22,548.8,90026
5545,"",80,0,Los Angeles,3048,Month-to-month,No,Yes,Female,DSL,No,"34.085807, -118.206617",34.085807,-118.206617,59.65,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,No,No,3,No,established customers,42,2536.55,90031
5546,"",61,0,Los Angeles,4505,Two year,Yes,Yes,Female,DSL,No,"34.078821, -118.177576",34.078821,-118.177576,83.3,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,72,6042.7,90032
5547,"",62,0,Los Angeles,3445,Month-to-month,No,No,Female,Fiber optic,No,"34.050198, -118.210946",34.050198,-118.210946,79.55,Yes,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,1,Yes,New Customers,12,958.25,90033
5548,"",72,0,Los Angeles,4766,Two year,No,No internet service,Male,No,No,"34.030578, -118.399613",34.030578,-118.399613,24.45,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,71,1730.65,90034
5549,"",39,0,Los Angeles,3656,One year,No,No internet service,Female,No,Yes,"34.051809, -118.383843",34.051809,-118.383843,19.2,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,established customers,26,459.6,90035
5550,"",56,0,Los Angeles,4236,Month-to-month,Yes,No,Female,DSL,Yes,"34.070291, -118.349191",34.070291,-118.349191,29.8,No phone service,No,Yes,No,No,Mailed check,No,No,No,No,1,No,New Customers,7,201.95,90036
5551,"",51,0,Los Angeles,5450,Month-to-month,Yes,No,Female,DSL,Yes,"34.002642, -118.287596",34.002642,-118.287596,45.5,No,No,No,No,Yes,Mailed check,Yes,No,No,No,0,No,New Customers,6,285.2,90037
5552,"",21,0,Los Angeles,5045,Month-to-month,No,No,Male,DSL,No,"34.110845, -118.259595",34.110845,-118.259595,30.05,No phone service,Yes,No,Yes,Yes,Credit card (automatic),No,No,No,No,1,No,Loyal Customers,51,1529.45,90039
5553,"",47,0,Los Angeles,4934,Two year,Yes,Yes,Male,DSL,No,"33.994524, -118.149953",33.994524,-118.149953,65.65,No phone service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,No,Yes,Yes,6,Yes,Loyal Customers,72,4664.5,90040
